ORPHAcode,Disorder name,Disorder type,Gene symbol,Gene name,Gene type,Gene synonyms,Locus,Validation source
363654,X-linked parkinsonism-spasticity syndrome,Disease,ATP6AP2,ATPase H+ transporting accessory protein 2,gene with protein product,"['APT6M8-9', 'ATP6M8-9', 'M8-9', 'PRR', 'RENR', 'V-ATPase M8.9 subunit', 'prorenin receptor', 'renin receptor']","[{'GeneLocus': 'Xp11.4', 'LocusKey': 1}]",23595882[PMID]
363665,Acroosteolysis-keloid-like lesions-premature aging syndrome,Disease,PDGFRB,platelet derived growth factor receptor beta,gene with protein product,"['CD140b', 'JTK12', 'PDGFR1']","[{'GeneLocus': '5q32', 'LocusKey': 1}]",26279204[PMID]
363677,Childhood-onset autosomal recessive myopathy with external ophthalmoplegia,Disease,MYH2,myosin heavy chain 2,gene with protein product,"['MYH2A', 'MYHSA2', 'MYHas8', 'MyHC-2A', 'MyHC-IIa']","[{'GeneLocus': '17p13.1', 'LocusKey': 1}]",23388406[PMID]
363686,Severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome,Disease,GATAD2B,GATA zinc finger domain containing 2B,gene with protein product,"['P66beta', 'Transcription repressor p66 beta component of the MeCP1 complex', 'transcription repressor p66 beta component of the MeCP1 complex']","[{'GeneLocus': '1q21.3', 'LocusKey': 1}]",23644463[PMID]
363694,Hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome,Disease,SARS2,"seryl-tRNA synthetase 2, mitochondrial",gene with protein product,"['FLJ20450', 'SARS', 'SERS', 'SYS', 'SerRSmt', 'mtSerRS', 'serine tRNA ligase 2, mitochondrial']","[{'GeneLocus': '19q13.2', 'LocusKey': 1}]",21255763[PMID]
363700,Neurofibromatosis type 1 due to NF1 mutation or intragenic deletion,Etiological subtype,NF1,neurofibromin 1,gene with protein product,"['Watson disease', 'neurofibromatosis', 'von Recklinghausen disease']","[{'GeneLocus': '17q11.2', 'LocusKey': 1}]",20301288[PMID]
363710,Spinocerebellar ataxia type 37,Disease,DAB1,DAB adaptor protein 1,gene with protein product,['yotari'],"[{'GeneLocus': '1p32.2', 'LocusKey': 1}]",28686858[PMID]
363710,Spinocerebellar ataxia type 37,Disease,SCA37,spinocerebellar ataxia 37,Disorder-associated locus,,"[{'GeneLocus': '1p32', 'LocusKey': 1}]",23700170[PMID]
363717,Alexander disease type I,Clinical subtype,GFAP,glial fibrillary acidic protein,gene with protein product,"['FLJ45472', 'intermediate filament protein']","[{'GeneLocus': '17q21.31', 'LocusKey': 1}]",20301351[PMID]
363722,Alexander disease type II,Clinical subtype,GFAP,glial fibrillary acidic protein,gene with protein product,"['FLJ45472', 'intermediate filament protein']","[{'GeneLocus': '17q21.31', 'LocusKey': 1}]",20301351[PMID]
363727,X-linked dyserythropoietic anemia with abnormal platelets and neutropenia,Disease,GATA1,GATA binding protein 1,gene with protein product,"['ERYF1', 'GATA-1', 'NF-E1', 'NFE1', 'nuclear factor, erythroid 1']","[{'GeneLocus': 'Xp11.23', 'LocusKey': 1}]",16783379[PMID]
363958,17q21.31 microdeletion syndrome,Etiological subtype,KANSL1,KAT8 regulatory NSL complex subunit 1,gene with protein product,"['CENP-36', 'Centromere protein 36', 'DKFZP727C091', 'MSL1v1', 'NSL1', 'centromere protein 36']","[{'GeneLocus': '17q21.31', 'LocusKey': 1}]",19447831[PMID]
363965,Koolen-De Vries syndrome due to a point mutation,Etiological subtype,KANSL1,KAT8 regulatory NSL complex subunit 1,gene with protein product,"['CENP-36', 'Centromere protein 36', 'DKFZP727C091', 'MSL1v1', 'NSL1', 'centromere protein 36']","[{'GeneLocus': '17q21.31', 'LocusKey': 1}]",22544363[PMID]_22544367[PMID]_20301783[PMID]
363969,Autosomal recessive cerebral atrophy,Disease,TMPRSS4,transmembrane serine protease 4,gene with protein product,"['CAP2', 'MT-SP2', 'Membrane-type serine protease 2', 'TMPRSS3', 'Transmembrane serine protease 3', 'Type II membrane serine protease', 'channel-activating serine protease 2', 'membrane-type serine protease 2', 'transmembrane serine protease 3', 'type II membrane serine protease']","[{'GeneLocus': '11q23.3', 'LocusKey': 1}]",23957953[PMID]
363972,Noonan syndrome-like disorder with juvenile myelomonocytic leukemia,Malformation syndrome,CBL,Cbl proto-oncogene,gene with protein product,"['RNF55', 'c-Cbl', 'oncogene CBL2']","[{'GeneLocus': '11q23.3', 'LocusKey': 1}]",20543203[PMID]_20619386[PMID]
363981,Charcot-Marie-Tooth disease type 4B3,Disease,SBF1,SET binding factor 1,gene with protein product,"['DENN/MADD domain containing 7A', 'DENND7A', 'MTMR5', 'myotubularin related 5']","[{'GeneLocus': '22q13.33', 'LocusKey': 1}]",23749797[PMID]
363989,Familial benign flecked retina,Disease,PLA2G5,phospholipase A2 group V,gene with protein product,,"[{'GeneLocus': '1p36.13', 'LocusKey': 1}]",22137173[PMID]
363992,Ichthyosis-short stature-brachydactyly-microspherophakia syndrome,Disease,ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17,gene with protein product,"['FLJ16363', 'FLJ32769']","[{'GeneLocus': '15q26.3', 'LocusKey': 1}]",23754960[PMID]
363992,Ichthyosis-short stature-brachydactyly-microspherophakia syndrome,Disease,CERS3,ceramide synthase 3,gene with protein product,['MGC27091'],"[{'GeneLocus': '15q26.3', 'LocusKey': 1}]",23754960[PMID]
363999,Non-immune hydrops fetalis,Clinical subtype,ANGPT2,angiopoietin 2,gene with protein product,['Ang2'],"[{'GeneLocus': '8p23.1', 'LocusKey': 1}]",34876502[PMID]
363999,Non-immune hydrops fetalis,Clinical subtype,THSD1,thrombospondin type 1 domain containing 1,gene with protein product,['TMTSP'],"[{'GeneLocus': '13q14.3', 'LocusKey': 1}]",30055085[PMID]
363999,Non-immune hydrops fetalis,Clinical subtype,CALCRL,calcitonin receptor like receptor,gene with protein product,"['CGRPR', 'CRLR']","[{'GeneLocus': '2q32.1', 'LocusKey': 1}]",30115739[PMID]
364028,X-linked intellectual disability due to GRIA3 mutations,Disease,GRIA3,glutamate ionotropic receptor AMPA type subunit 3,gene with protein product,"['AMPA receptor subunit GluA3', 'GLURC', 'GluA3', 'GluR-3', 'GluR-C', 'GluR-K3', 'Glutamate receptor 3', 'MRX94', 'iGluR3']","[{'GeneLocus': 'Xq25', 'LocusKey': 1}]",17989220[PMID]
364043,ALK-positive large B-cell lymphoma,Disease,ALK,ALK receptor tyrosine kinase,gene with protein product,"['ALK1', 'CD246']","[{'GeneLocus': '2p23.2-p23.1', 'LocusKey': 1}]",
364055,Severe early-childhood-onset retinal dystrophy,Disease,RPE65,retinoid isomerohydrolase RPE65,gene with protein product,"['BCO family, member 3', 'BCO3', 'LCA2', 'all-trans-retinyl-palmitate hydrolase', 'rd12', 'retinol isomerase']","[{'GeneLocus': '1p31.3', 'LocusKey': 1}]",
364055,Severe early-childhood-onset retinal dystrophy,Disease,LCA5,lebercilin LCA5,gene with protein product,,"[{'GeneLocus': '6q14.1', 'LocusKey': 1}]",23946133[PMID]
364055,Severe early-childhood-onset retinal dystrophy,Disease,LRAT,lecithin retinol acyltransferase,gene with protein product,"['LCA14', 'phosphatidylcholine--retinol O-acyltransferase']","[{'GeneLocus': '4q32.1', 'LocusKey': 1}]",22570351[PMID]
364055,Severe early-childhood-onset retinal dystrophy,Disease,SPATA7,spermatogenesis associated 7,gene with protein product,['HSD3'],"[{'GeneLocus': '14q31.3', 'LocusKey': 1}]",21310915[PMID]
364063,Infantile epileptic-dyskinetic encephalopathy,Disease,ARX,aristaless related homeobox,gene with protein product,"['CT121', 'EIEE1', 'ISSX', 'cancer/testis antigen 121']","[{'GeneLocus': 'Xp21.3', 'LocusKey': 1}]",17664401[PMID]
369837,Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome,Malformation syndrome,PIGT,phosphatidylinositol glycan anchor biosynthesis class T,gene with protein product,"['GPI transamidase component PIG-T', 'GPI transamidase subunit', 'PIG-T']","[{'GeneLocus': '20q13.12', 'LocusKey': 1}]",23636107[PMID]
369840,TRAPPC11-related limb-girdle muscular dystrophy R18,Disease,TRAPPC11,trafficking protein particle complex subunit 11,gene with protein product,"['FLJ12716', 'foie gras homolog (zebrafish)', 'foigr', 'gry', 'gryzun homolog (Drosophila)']","[{'GeneLocus': '4q35.1', 'LocusKey': 1}]",23830518[PMID]
369847,Intellectual disability-hyperkinetic movement-truncal ataxia syndrome,Disease,TRAPPC11,trafficking protein particle complex subunit 11,gene with protein product,"['FLJ12716', 'foie gras homolog (zebrafish)', 'foigr', 'gry', 'gryzun homolog (Drosophila)']","[{'GeneLocus': '4q35.1', 'LocusKey': 1}]",23830518[PMID]
369852,Congenital neutropenia-myelofibrosis-nephromegaly syndrome,Disease,VPS45,vacuolar protein sorting 45 homolog,gene with protein product,"['H1', 'h-vps45']","[{'GeneLocus': '1q21.2', 'LocusKey': 1}]",23738510[PMID]
369861,Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome,Disease,TRNT1,tRNA nucleotidyl transferase 1,gene with protein product,"['ATP(CTP):tRNA nucleotidyltransferase', 'CCA-adding enzyme', 'CCA1', 'CGI-47', 'MtCCA']","[{'GeneLocus': '3p26.2', 'LocusKey': 1}]",25193871[PMID]
369867,Autosomal recessive intermediate Charcot-Marie-Tooth disease type C,Disease,PLEKHG5,pleckstrin homology and RhoGEF domain containing G5,gene with protein product,"['ARHGEF45', 'GEF720', 'KIAA0720', 'Syx', 'Tech', 'synectin-binding guanine exchange factor']","[{'GeneLocus': '1p36.31', 'LocusKey': 1}]",23844677[PMID]_23777631[PMID]
369873,Obesity due to SIM1 deficiency,Etiological subtype,SIM1,SIM bHLH transcription factor 1,gene with protein product,['bHLHe14'],"[{'GeneLocus': '6q16.3', 'LocusKey': 1}]",23778136[PMID]_23778139[PMID]
369881,2p21 microdeletion syndrome without cystinuria,Malformation syndrome,PREPL,prolyl endopeptidase like,gene with protein product,['KIAA0436'],"[{'GeneLocus': '2p21', 'LocusKey': 1}]",23794250[PMID]
369881,2p21 microdeletion syndrome without cystinuria,Malformation syndrome,CAMKMT,calmodulin-lysine N-methyltransferase,gene with protein product,"['CLNMT', 'CaM KMT']","[{'GeneLocus': '2p21', 'LocusKey': 1}]",23794250[PMID]
369891,Developmental delay-facial dysmorphism syndrome due to MED13L deficiency,Malformation syndrome,MED13L,mediator complex subunit 13L,gene with protein product,"['KIAA1025', 'TRAP240L']","[{'GeneLocus': '12q24.21', 'LocusKey': 1}]",23403903[PMID]_25712080[PMID]
369897,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies",Disease,FBXL4,F-box and leucine rich repeat protein 4,gene with protein product,"['FBL4', 'FBL5']","[{'GeneLocus': '6q16.1-q16.2', 'LocusKey': 1}]",23993193[PMID]_23993194[PMID]
369913,Combined oxidative phosphorylation defect type 17,Disease,ELAC2,elaC ribonuclease Z 2,gene with protein product,"['FLJ10530', 'HPC2', 'tRNase Z (long form)']","[{'GeneLocus': '17p12', 'LocusKey': 1}]",23849775[PMID]
369920,Pontocerebellar hypoplasia type 9,Malformation syndrome,AMPD2,adenosine monophosphate deaminase 2,gene with protein product,"['AMPD isoform L', 'SPG63']","[{'GeneLocus': '1p13.3', 'LocusKey': 1}]",23911318[PMID]
369929,Primary hyperaldosteronism-seizures-neurological abnormalities syndrome,Disease,CACNA1D,calcium voltage-gated channel subunit alpha1 D,gene with protein product,"['CACH3', 'CACN4', 'Cav1.3']","[{'GeneLocus': '3p21.1', 'LocusKey': 1}]",23913001[PMID]
369939,Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome,Malformation syndrome,BCAP31,B cell receptor associated protein 31,gene with protein product,"['6C6-Ag', 'BAP31', 'CDM', 'DXS1357E']","[{'GeneLocus': 'Xq28', 'LocusKey': 1}]",24011989[PMID]
369942,CADDS,Disease,ABCD1,ATP binding cassette subfamily D member 1,gene with protein product,"['ALDP', 'AMN', 'adrenoleukodystrophy']","[{'GeneLocus': 'Xq28', 'LocusKey': 1}]",11992258[PMID]_22994209[PMID]
369942,CADDS,Disease,BCAP31,B cell receptor associated protein 31,gene with protein product,"['6C6-Ag', 'BAP31', 'CDM', 'DXS1357E']","[{'GeneLocus': 'Xq28', 'LocusKey': 1}]",22994209[PMID]
369955,"Methylmalonic acidemia with homocystinuria, type cblJ",Clinical subtype,ABCD4,ATP binding cassette subfamily D member 4,gene with protein product,"['EST352188', 'P70R', 'PMP69']","[{'GeneLocus': '14q24.3', 'LocusKey': 1}]",22922874[PMID]
369962,"Methylmalonic acidemia with homocystinuria, type cblX",Clinical subtype,HCFC1,host cell factor C1,gene with protein product,"['CFF', 'HCF-1', 'HCF1', 'MGC70925', 'PPP1R89', 'VCAF', 'VP16-accessory protein', 'protein phosphatase 1, regulatory subunit 89']","[{'GeneLocus': 'Xq28', 'LocusKey': 1}]",24011988[PMID]
369970,Microcornea-myopic chorioretinal atrophy-telecanthus syndrome,Disease,ADAMTS18,ADAM metallopeptidase with thrombospondin type 1 motif 18,gene with protein product,,"[{'GeneLocus': '16q23.1', 'LocusKey': 1}]",23818446[PMID]
369992,Severe dermatitis-multiple allergies-metabolic wasting syndrome,Disease,DSP,desmoplakin,gene with protein product,"['DPI', 'DPII', 'KPPS2', 'PPKS2']","[{'GeneLocus': '6p24.3', 'LocusKey': 1}]",26073755[PMID]
369992,Severe dermatitis-multiple allergies-metabolic wasting syndrome,Disease,DSG1,desmoglein 1,gene with protein product,['CDHF4'],"[{'GeneLocus': '18q12.1', 'LocusKey': 1}]",23974871[PMID]
369999,Diffuse palmoplantar keratoderma with painful fissures,Disease,DSG1,desmoglein 1,gene with protein product,['CDHF4'],"[{'GeneLocus': '18q12.1', 'LocusKey': 1}]",15897387[PMID]
370002,Focal palmoplantar keratoderma with joint keratoses,Disease,DSG1,desmoglein 1,gene with protein product,['CDHF4'],"[{'GeneLocus': '18q12.1', 'LocusKey': 1}]",16484817[PMID]
370015,"Spondyloepimetaphyseal dysplasia, Isidor-Toutain type",Disease,RPL13,ribosomal protein L13,gene with protein product,"['BBC1', 'D16S444E', 'L13', 'breast basic conserved 1', 'eL13']","[{'GeneLocus': '16q24.3', 'LocusKey': 1}]",31630789[PMID]
370022,Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome,Disease,LAMA1,laminin subunit alpha 1,gene with protein product,,"[{'GeneLocus': '18p11.31', 'LocusKey': 1}]",25105227[PMID]
370026,Acute myeloid leukemia with t(8;16)(p11;p13) translocation,Disease,CREBBP,CREB binding protein,gene with protein product,"['CBP', 'KAT3A', 'RTS']","[{'GeneLocus': '16p13.3', 'LocusKey': 1}]",23974201[PMID]_18698081[PMID]
370026,Acute myeloid leukemia with t(8;16)(p11;p13) translocation,Disease,KAT6A,lysine acetyltransferase 6A,gene with protein product,"['MOZ', 'Monocytic leukemia zinc finger protein', 'ZC2HC6A']","[{'GeneLocus': '8p11.21', 'LocusKey': 1}]",23974201[PMID]_18698081[PMID]
370088,Acute infantile liver failure-multisystemic involvement syndrome,Disease,LARS1,leucyl-tRNA synthetase 1,gene with protein product,"['FLJ10595', 'FLJ21788', 'HSPC192', 'LARS1', 'LEUS', 'RNTLS', 'leucine tRNA ligase 1, cytoplasmic']","[{'GeneLocus': '5q32', 'LocusKey': 1}]",22607940[PMID]
370097,Oculocutaneous albinism type 6,Disease,SLC24A5,solute carrier family 24 member 5,gene with protein product,"['JSX', 'NCKX5', 'Na/Ca-K exchanger 5', 'OCA6', 'oculocutaneous albinism 6 (autosomal recessive)']","[{'GeneLocus': '15q21.1', 'LocusKey': 1}]",23364476[PMID]
370103,"Primary dystonia, DYT17 type",Disease,DYT17,dystonia 17,Disorder-associated locus,,"[{'GeneLocus': '20p11.22-q13.12', 'LocusKey': 1}]",18688663[PMID]
370109,Ataxia-telangiectasia variant,Disease,ATM,ATM serine/threonine kinase,gene with protein product,"['TEL1', 'TEL1, telomere maintenance 1, homolog (S. cerevisiae)', 'TELO1']","[{'GeneLocus': '11q22.3', 'LocusKey': 1}]",23946315[PMID]
370334,Extraskeletal Ewing sarcoma,Disease,ERG,ETS transcription factor ERG,gene with protein product,"['ETS-related gene', 'TMPRSS2-ERG prostate cancer specific', 'erg-3', 'p55', 'transcriptional regulator ERG (transforming protein ERG)', 'v-ets erythroblastosis virus E26 oncogene like']","[{'GeneLocus': '21q22.2', 'LocusKey': 1}]",11823984[PMID]
370334,Extraskeletal Ewing sarcoma,Disease,EWSR1,EWS RNA binding protein 1,gene with protein product,['EWS'],"[{'GeneLocus': '22q12.2', 'LocusKey': 1}]",21113140[PMID]
370334,Extraskeletal Ewing sarcoma,Disease,FLI1,"Fli-1 proto-oncogene, ETS transcription factor",gene with protein product,"['EWSR2', 'FLI-1', 'SIC-1']","[{'GeneLocus': '11q24.3', 'LocusKey': 1}]",9072004[PMID]_18769338[PMID]_16517542[PMID]_11570916[PMID]
370334,Extraskeletal Ewing sarcoma,Disease,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",gene with protein product,"['ISWI', 'hISWI', 'hSNF2H']","[{'GeneLocus': '4q31.21', 'LocusKey': 1}]",21113140[PMID]
370348,Peripheral primitive neuroectodermal tumor,Disease,FLI1,"Fli-1 proto-oncogene, ETS transcription factor",gene with protein product,"['EWSR2', 'FLI-1', 'SIC-1']","[{'GeneLocus': '11q24.3', 'LocusKey': 1}]",7506981[PMID]_8644855[PMID]
370396,Small cell carcinoma of the ovary,Disease,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",gene with protein product,"['ATP-dependent helicase SMARCA4', 'BAF190', 'BRG1', 'BRM/SWI2-related gene 1', 'FLJ39786', 'SNF2', 'SNF2-BETA', 'SNF2-like 4', 'SNF2LB', 'SWI2', 'brahma protein-like 1', 'global transcription activator homologous sequence', 'hSNF2b', 'homeotic gene regulator', 'mitotic growth and transcription activator', 'nuclear protein GRB1', 'sucrose nonfermenting-like 4']","[{'GeneLocus': '19p13.2', 'LocusKey': 1}]",24658002[PMID]_24658004[PMID]_24658001[PMID]
370921,STT3A-CDG,Disease,STT3A,STT3 oligosaccharyltransferase complex catalytic subunit A,gene with protein product,"['MGC9042', 'STT3-A', 'TMC', 'dolichyl-diphosphooligosaccharide protein glycotransferase']","[{'GeneLocus': '11q24.2', 'LocusKey': 1}]",23842455[PMID]
370924,STT3B-CDG,Disease,STT3B,STT3 oligosaccharyltransferase complex catalytic subunit B,gene with protein product,"['Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B', 'FLJ90106', 'SIMP', 'STT3-B', 'dolichyl-diphosphooligosaccharide protein glycotransferase', 'source of immunodominant MHC associated peptides']","[{'GeneLocus': '3p23', 'LocusKey': 1}]",23842455[PMID]
370927,SSR4-CDG,Disease,SSR4,signal sequence receptor subunit 4,gene with protein product,"['TRAPD', 'translocon-associated protein delta']","[{'GeneLocus': 'Xq28', 'LocusKey': 1}]",24218363[PMID]
370930,XYLT1-CDG,Disease,XYLT1,xylosyltransferase 1,gene with protein product,"['PXYLT1', 'XT-I', 'protein xylosyltransferase 1']","[{'GeneLocus': '16p12.3', 'LocusKey': 1}]",23982343[PMID]
370933,GM3 synthase deficiency,Disease,ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",gene with protein product,"['SIATGM3S', 'ST3GalV', 'ganglioside GM3 synthase', 'lactosylceramide alpha-2,3-sialyltransferase']","[{'GeneLocus': '2p11.2', 'LocusKey': 1}]",24026681[PMID]_15502825[PMID]
370943,Autism spectrum disorder-epilepsy-arthrogryposis syndrome,Disease,SLC35A3,solute carrier family 35 member A3,gene with protein product,['UDP-N-acetylglucosamine transporter'],"[{'GeneLocus': '1p21.2', 'LocusKey': 1}]",24031089[PMID]
370959,Congenital muscular dystrophy with cerebellar involvement,Disease,POMGNT1,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)",gene with protein product,"['FLJ20277', 'LGMD2O', 'MGAT1.2', 'protein O-mannose beta-1,2-N-acetylglucosaminyltransferase']","[{'GeneLocus': '1p34.1', 'LocusKey': 1}]",21397493[PMID]
